"geneid","strand","fiveprime","threeprime"
"PITG_20079","+",364,44144
"PITG_00234","+",1476,217
"PITG_20036","+",NA,44645
"PITG_20037","-",1007,44645
"PITG_20038","-",45963,1007
"PITG_20040","-",119429,45963
"PITG_20041","+",119429,296
"PITG_20042","-",130,296
"PITG_20043","-",331,130
"PITG_20045","-",273,325
"PITG_20044","+",331,325
"PITG_07783","+",NA,4470
"PITG_00236","-",133,343
"PITG_00235","+",217,343
"PITG_07786","+",4470,57707
"PITG_22838","+",57707,2619
"PITG_22839","+",2619,200
"PITG_07790","-",642,184
"PITG_22840","+",200,184
"PITG_07791","+",642,2600
"PITG_22841","+",2600,382
"PITG_07792","+",382,387
"PITG_07793","+",387,136
"PITG_07794","-",6323,136
"PITG_07795","-",532,6323
"PITG_07796","-",265,532
"PITG_07797","+",265,45055
"PITG_07799","+",45055,2385
"PITG_07800","+",2385,251
"PITG_07801","+",251,234
"PITG_07802","+",234,944
"PITG_07803","+",944,990
"PITG_07804","+",990,13561
"PITG_22842","-",78960,13561
"PITG_07808","-",105,78960
"PITG_00237","+",133,95
"PITG_00238","-",6860,95
"PITG_07809","-",18370,105
"PITG_07807","+",78960,105
"PITG_07810","+",18370,3189
"PITG_07811","+",3189,14453
"PITG_07813","-",990,14453
"PITG_07815","-",45113,558
"PITG_07814","+",990,558
"PITG_07816","+",45113,670
"PITG_07817","+",670,1539
"PITG_07818","+",1539,45920
"PITG_07820","-",193,45920
"PITG_00240","-",9861,6860
"PITG_07821","+",193,196
"PITG_07823","-",9419,296
"PITG_07822","+",196,296
"PITG_07825","+",9419,901
"PITG_07826","-",85,901
"PITG_07827","+",85,196
"PITG_07828","-",12738,196
"PITG_07829","-",816,12738
"PITG_07830","+",816,171
"PITG_07831","+",171,6789
"PITG_07832","-",1286,6789
"PITG_07833","-",29170,1286
"PITG_07836","-",1645,29170
"PITG_07838","-",940,55
"PITG_07837","+",1645,55
"PITG_07839","+",940,204
"PITG_07840","-",2052,204
"PITG_07841","-",696,2052
"PITG_07842","+",696,70930
"PITG_00241","+",9861,66526
"PITG_07843","+",70930,3526
"PITG_07844","+",3526,776
"PITG_07845","-",167,776
"PITG_07846","+",167,1376
"PITG_07847","+",1376,1048
"PITG_07848","+",1048,1359
"PITG_07849","+",1359,100876
"PITG_07851","-",171,9
"PITG_07850","+",100876,9
"PITG_07853","-",1382,54
"PITG_07852","+",171,54
"PITG_00244","+",66526,7584
"PITG_07854","+",1382,574
"PITG_07856","-",427,660
"PITG_07855","+",574,660
"PITG_07857","+",427,1455
"PITG_07858","+",1455,441
"PITG_07859","+",441,5322
"PITG_07861","-",6193,5322
"PITG_07860","+",5322,6193
"PITG_07865","-",282,6193
"PITG_07868","-",1138,21880
"PITG_07866","+",282,21880
"PITG_00245","+",7584,443
"PITG_22843","-",578,1138
"PITG_07869","+",578,234
"PITG_07870","-",40253,234
"PITG_07873","+",40253,996
"PITG_07874","+",996,1
"PITG_07875","-",2927,1
"PITG_07876","+",2927,3079
"PITG_07877","+",3079,2501
"PITG_07878","-",433,2501
"PITG_00246","+",443,318
"PITG_07879","+",433,108
"PITG_07880","-",688,108
"PITG_07882","-",160,91
"PITG_07881","+",688,91
"PITG_07883","-",228,160
"PITG_07885","-",889,98
"PITG_07884","+",228,98
"PITG_07886","+",889,15512
"PITG_07887","+",15512,439
"PITG_07888","-",197,439
"PITG_00247","+",318,879
"PITG_00248","-",674,879
"PITG_07889","+",197,30
"PITG_07890","-",300,30
"PITG_07892","-",38511,67
"PITG_07891","+",300,67
"PITG_07894","-",288,38511
"PITG_07896","-",1033,63
"PITG_07895","+",288,63
"PITG_07897","-",1804,1033
"PITG_07898","+",1804,2053
"PITG_07900","-",2088,113
"PITG_07899","+",2053,113
"PITG_00249","-",1277,674
"PITG_07903","-",155,218
"PITG_07901","+",2088,218
"PITG_07902","+",218,155
"PITG_07904","-",926,155
"PITG_07905","+",926,6512
"PITG_07907","+",6512,10840
"PITG_07909","+",10840,2044
"PITG_07910","-",294,2044
"PITG_07911","-",146,294
"PITG_07912","-",229,146
"PITG_07913","-",143,229
"PITG_00028","+",69,126
"PITG_07914","+",143,60
"PITG_07915","-",882,60
"PITG_07916","+",882,515
"PITG_07917","+",515,190
"PITG_07918","+",190,297
"PITG_07919","+",297,453
"PITG_07920","+",453,565
"PITG_07922","-",221,2227
"PITG_07921","+",565,2227
"PITG_00250","+",1277,276
"PITG_07923","+",221,836
"PITG_07924","+",836,308
"PITG_07926","-",65804,14
"PITG_07925","+",308,14
"PITG_07931","-",659,65804
"PITG_07932","-",256,659
"PITG_07933","-",4857,256
"PITG_07934","+",4857,29707
"PITG_07936","+",29707,13368
"PITG_07937","-",557,13368
"PITG_00252","-",131,919
"PITG_00251","+",276,919
"PITG_07938","+",557,240
"PITG_07939","-",446,240
"PITG_07940","+",446,435
"PITG_07942","-",145,614
"PITG_07941","+",435,614
"PITG_07943","-",867,145
"PITG_07944","+",867,197
"PITG_07946","-",23125,44
"PITG_07945","+",197,44
"PITG_07947","+",23125,2282
"PITG_07948","-",550,2282
"PITG_00253","-",699,131
"PITG_07950","-",585,1126
"PITG_07949","+",550,1126
"PITG_07951","-",3849,585
"PITG_07953","-",1235,595
"PITG_07952","+",3849,595
"PITG_07954","-",52678,1235
"PITG_07955","+",52678,1998
"PITG_07956","+",1998,702
"PITG_07957","+",702,762
"PITG_00254","-",945,699
"PITG_07958","+",762,278
"PITG_07959","-",97,278
"PITG_07960","-",6554,97
"PITG_07961","+",6554,115
"PITG_07962","+",115,634
"PITG_07963","+",634,139
"PITG_07964","+",139,52
"PITG_07965","+",52,330
"PITG_07966","-",364,330
"PITG_07967","-",1336,364
"PITG_07968","-",5878,1336
"PITG_00255","-",110,945
"PITG_07971","+",5878,77
"PITG_07972","-",295,77
"PITG_07973","-",712,295
"PITG_07975","-",225,712
"PITG_07976","-",694,225
"PITG_07974","+",712,225
"PITG_07977","+",694,159
"PITG_07980","-",6384,15150
"PITG_07978","+",159,15150
"PITG_07983","+",6384,658
"PITG_22844","-",1296,658
"PITG_07984","-",7187,1296
"PITG_07985","-",2758,7187
"PITG_07986","-",5264,2758
"PITG_07988","+",5264,41090
"PITG_07991","+",41090,300
"PITG_07993","-",228,77
"PITG_07992","+",300,77
"PITG_07995","-",321,92
"PITG_07994","+",228,92
"PITG_00256","+",110,101
"PITG_00257","-",418,101
"PITG_07996","+",321,26410
"PITG_07999","+",26410,548
"PITG_08000","+",548,295
"PITG_08001","+",295,320
"PITG_08002","+",320,319
"PITG_08003","-",810,319
"PITG_08004","-",170,810
"PITG_08005","+",170,990
"PITG_08006","-",881,990
"PITG_08008","-",1414,299
"PITG_08007","+",881,299
"PITG_08009","-",5191,1414
"PITG_08012","-",72,99
"PITG_08011","+",5191,99
"PITG_08013","+",72,311
"PITG_08014","+",311,157
"PITG_08015","-",195,157
"PITG_08016","-",3,195
"PITG_08018","-",557,286
"PITG_08017","+",3,286
"PITG_08019","-",40456,557
"PITG_00259","-",206,2799
"PITG_00258","+",418,2799
"PITG_08022","+",40456,400
"PITG_08023","+",400,17
"PITG_08024","+",17,433
"PITG_08026","-",340,272
"PITG_08025","+",433,272
"PITG_08027","-",306,340
"PITG_08028","+",306,85279
"PITG_08031","-",798,85279
"PITG_08032","+",798,4515
"PITG_08034","-",85141,4515
"PITG_00029","+",126,656
"PITG_00260","-",237,206
"PITG_08036","-",2387,413
"PITG_08035","+",85141,413
"PITG_08037","+",2387,112
"PITG_08038","+",112,96
"PITG_08039","-",139,96
"PITG_08041","-",1462,173
"PITG_08040","+",139,173
"PITG_08042","+",1462,589
"PITG_08044","-",1203,177
"PITG_08043","+",589,177
"PITG_08045","+",1203,281
"PITG_08048","-",369,32513
"PITG_08046","+",281,32513
"PITG_08049","+",369,1493
"PITG_08050","+",1493,1480
"PITG_08051","-",371,1480
"PITG_08052","+",371,4960
"PITG_08053","+",4960,309
"PITG_08054","+",309,992
"PITG_00261","+",237,69
"PITG_00262","-",1371,69
"PITG_08056","-",15344,25408
"PITG_08055","+",992,25408
"PITG_08058","-",746,15344
"PITG_08059","-",1346,746
"PITG_08060","+",1346,103
"PITG_08061","-",28034,103
"PITG_08063","-",38116,28034
"PITG_08067","+",38116,45422
"PITG_08070","+",45422,6306
"PITG_08071","-",24369,6306
"PITG_08072","+",24369,214
"PITG_08073","-",2893,214
"PITG_08074","-",23749,2893
"PITG_08077","+",23749,399
"PITG_08078","+",399,7201
"PITG_08079","+",7201,46
"PITG_08080","-",11724,46
"PITG_08083","-",121,121
"PITG_08082","+",11724,121
"PITG_08084","-",96,121
"PITG_00263","+",1371,7
"PITG_00264","-",147,7
"PITG_08085","+",96,440
"PITG_08086","-",252,440
"PITG_08087","+",252,278
"PITG_08088","-",30,278
"PITG_08089","-",603,30
"PITG_08090","-",458,603
"PITG_08091","+",458,1522
"PITG_08092","-",178,1522
"PITG_08093","-",274,178
"PITG_08094","+",274,2884
"PITG_00265","-",218,147
"PITG_08095","+",2884,1501
"PITG_22845","-",21609,1501
"PITG_08098","+",21609,4890
"PITG_08099","+",4890,237
"PITG_08100","+",237,53
"PITG_08101","-",31540,53
"PITG_08102","+",31540,1470
"PITG_08103","+",1470,4323
"PITG_08105","-",7346,22436
"PITG_08104","+",4323,22436
"PITG_08106","+",7346,2440
"PITG_08107","+",2440,827
"PITG_08108","-",259,827
"PITG_08109","-",310,259
"PITG_08111","-",3004,91
"PITG_08110","+",310,91
"PITG_08112","-",13736,3004
"PITG_08114","-",24917,13736
"PITG_08119","-",2148,207
"PITG_08118","+",24917,207
"PITG_08120","-",13612,2148
"PITG_00267","-",325,880
"PITG_00266","+",218,880
"PITG_08121","-",22619,13612
"PITG_08125","+",22619,262
"PITG_08126","-",4608,262
"PITG_08127","+",4608,758
"PITG_08128","-",125,758
"PITG_08129","-",1517,125
"PITG_08130","+",1517,393
"PITG_08131","+",393,1155
"PITG_08132","+",1155,1137
"PITG_08133","-",22521,1137
"PITG_08135","-",133,22521
"PITG_08136","+",133,458
"PITG_08137","-",366,458
"PITG_08138","-",107,366
"PITG_08139","-",668,107
"PITG_08141","-",1119,273
"PITG_08140","+",668,273
"PITG_08143","-",307,57
"PITG_08142","+",1119,57
"PITG_00268","+",325,646
"PITG_08145","-",12999,358
"PITG_08144","+",307,358
"PITG_08148","+",12999,21663
"PITG_08150","+",21663,45975
"PITG_08155","-",177,380
"PITG_08154","+",45975,380
"PITG_08156","+",177,1910
"PITG_08157","-",40097,1910
"PITG_08159","-",949,40097
"PITG_08160","+",949,84
"PITG_00030","+",656,282
"PITG_00031","-",852,282
"PITG_00269","+",646,440
"PITG_08161","+",84,60
"PITG_08162","+",60,3449
"PITG_08163","+",3449,1170
"PITG_08164","+",1170,1543
"PITG_08165","+",1543,1039
"PITG_08166","+",1039,480
"PITG_08167","+",480,480
"PITG_08168","+",480,480
"PITG_08169","+",480,696
"PITG_08171","-",222,781
"PITG_08170","+",696,781
"PITG_00271","-",2524,715
"PITG_00270","+",440,715
"PITG_08172","+",222,81
"PITG_08174","-",19919,163
"PITG_08173","+",81,163
"PITG_08175","+",19919,568
"PITG_08176","+",568,131
"PITG_08177","-",337,131
"PITG_08178","-",11092,337
"PITG_08179","-",22199,11092
"PITG_08180","+",22199,10137
"PITG_08181","+",10137,3782
"PITG_08183","-",298,3782
"PITG_08184","+",298,1592
"PITG_08186","-",125,1592
"PITG_08185","+",1592,125
"PITG_08187","+",125,1373
"PITG_08188","-",127,1373
"PITG_08189","-",967,127
"PITG_22846","-",1461,1471
"PITG_08190","+",967,1471
"PITG_22847","+",1461,108
"PITG_08191","-",3519,108
"PITG_00272","+",2524,678
"PITG_08193","-",642,3519
"PITG_08194","-",2098,642
"PITG_08195","-",21913,2098
"PITG_08197","-",166,225
"PITG_08196","+",21913,225
"PITG_08198","-",807,166
"PITG_08199","-",2450,807
"PITG_08200","-",119,2450
"PITG_08201","+",119,273
"PITG_08202","-",39244,273
"PITG_00274","-",232,148
"PITG_00273","+",678,148
"PITG_08205","-",195,1805
"PITG_08204","+",39244,1805
"PITG_08206","+",195,141
"PITG_08207","-",6478,141
"PITG_08209","-",2337,6478
"PITG_08210","+",2337,274
"PITG_08211","+",274,1167
"PITG_08212","+",1167,965
"PITG_08216","-",327,41970
"PITG_08213","+",965,41970
"PITG_08217","+",327,362
"PITG_08218","-",3732,362
"PITG_08219","-",14106,3732
"PITG_08220","+",14106,18309
"PITG_08221","+",18309,137
"PITG_08222","+",137,32243
"PITG_08223","+",32243,94045
"PITG_08226","-",43758,11091
"PITG_08225","+",94045,11091
"PITG_08228","-",663,43758
"PITG_00276","-",56866,1175
"PITG_00275","+",232,1175
"PITG_08229","-",1599,663
"PITG_08230","+",1599,49532
"PITG_08232","-",1839,49532
"PITG_08233","+",1839,151
"PITG_08234","+",151,980
"PITG_08236","-",1320,321
"PITG_08235","+",980,321
"PITG_08237","-",159339,1320
"PITG_08239","+",159339,26537
"PITG_20283","+",38533,1915
"PITG_20284","+",1915,824
"PITG_20285","-",419,824
"PITG_20286","+",419,388
"PITG_20287","-",88,388
"PITG_20289","-",NA,388
"PITG_20288","+",88,388
"PITG_19745","+",NA,57
"PITG_19748","-",30277,85359
"PITG_19746","+",57,85359
"PITG_19749","-",1203,30277
"PITG_00279","+",56866,267
"PITG_00280","-",680,267
"PITG_19750","+",1203,151969
"PITG_19758","-",6664,151969
"PITG_19760","-",32606,6664
"PITG_20306","-",188,173
"PITG_20311","-",8564,90573
"PITG_20307","+",188,90573
"PITG_20312","-",602,8564
"PITG_20313","-",NA,602
"PITG_20007","-",12891,15375
"PITG_00281","-",279,680
"PITG_20009","-",22241,2949
"PITG_20008","+",12891,2949
"PITG_20010","-",26616,22241
"PITG_20011","+",26616,506
"PITG_20012","+",506,135
"PITG_20013","-",551,135
"PITG_20017","-",NA,50272
"PITG_20014","+",551,50272
"PITG_20139","-",14002,205
"PITG_20138","+",NA,205
"PITG_20140","+",14002,8940
"PITG_20141","-",489,8940
"PITG_20142","-",16685,489
"PITG_20143","-",2512,16685
"PITG_20144","-",9784,2512
"PITG_20145","+",9784,408
"PITG_20146","+",408,378
"PITG_20147","-",21932,378
"PITG_20148","+",21932,15202
"PITG_20152","-",239,48727
"PITG_20149","+",15202,48727
"PITG_00283","-",191,149
"PITG_00282","+",279,149
"PITG_20153","+",239,11857
"PITG_20154","+",11857,930
"PITG_20155","+",930,672
"PITG_23179","-",2673,672
"PITG_20156","+",2673,137
"PITG_20157","-",4984,137
"PITG_20158","+",4984,4048
"PITG_20159","+",4048,650
"PITG_21702","+",NA,38664
"PITG_00284","-",14231,191
"PITG_20291","+",NA,36143
"PITG_20293","+",36143,6654
"PITG_23184","+",6654,1518
"PITG_20295","-",208,132
"PITG_20294","+",1518,132
"PITG_20296","-",44970,208
"PITG_20301","-",12414,40468
"PITG_20300","+",44970,40468
"PITG_23185","-",10958,12112
"PITG_20302","+",12414,12112
"PITG_20303","-",NA,10958
"PITG_20227","+",NA,12303
"PITG_20228","+",12303,250
"PITG_20229","-",20254,250
"PITG_20231","-",24621,22579
"PITG_20230","+",20254,22579
"PITG_20234","-",344,750
"PITG_20233","+",24621,750
"PITG_20236","-",28776,282
"PITG_20235","+",344,282
"PITG_20238","+",28776,300
"PITG_20239","-",31772,300
"PITG_00286","+",14231,475
"PITG_00287","-",915,475
"PITG_20241","-",NA,12784
"PITG_20240","+",31772,12784
"PITG_19674","-",38529,113
"PITG_19673","+",NA,113
"PITG_19676","+",38529,5212
"PITG_19677","+",5212,55526
"PITG_19678","-",35726,55526
"PITG_19679","-",24595,35726
"PITG_19680","-",9712,24595
"PITG_19681","-",77297,9712
"PITG_23170","-",38647,77297
"PITG_00288","-",640,915
"PITG_23171","+",38647,1307
"PITG_19683","+",1307,799
"PITG_22134","-",NA,3250
"PITG_22133","+",NA,3250
"PITG_19822","+",NA,1466
"PITG_19823","-",16631,1466
"PITG_19824","+",16631,116259
"PITG_19830","+",116259,21439
"PITG_19831","+",21439,12290
"PITG_00289","-",702,640
"PITG_22135","-",NA,629
"PITG_23222","+",NA,629
"PITG_20337","-",32390,5335
"PITG_20336","+",NA,5335
"PITG_20339","+",32390,11314
"PITG_20341","-",1580,403
"PITG_20340","+",11314,403
"PITG_20342","+",1580,100721
"PITG_20344","+",100721,2123
"PITG_20345","+",2123,23206
"PITG_20346","+",23206,342
"PITG_20347","-",3419,342
"PITG_00290","-",172,702
"PITG_20348","-",916,3419
"PITG_20350","-",NA,281
"PITG_20349","+",916,281
"PITG_08244","+",NA,31687
"PITG_08245","-",164979,31687
"PITG_08250","-",4062,164979
"PITG_08251","+",4062,9728
"PITG_08252","+",9728,29236
"PITG_22848","-",58878,29236
"PITG_08258","+",58878,28370
"PITG_00291","-",155,172
"PITG_08262","+",28370,12051
"PITG_08265","+",12051,1270
"PITG_08266","+",1270,5644
"PITG_08267","-",62053,5644
"PITG_08272","-",141,62053
"PITG_08273","+",141,629
"PITG_08274","+",629,29812
"PITG_08276","+",29812,60328
"PITG_08278","+",60328,21391
"PITG_08281","-",353,21391
"PITG_08282","-",1629,353
"PITG_08283","+",1629,1124
"PITG_08285","+",1124,44237
"PITG_23313","-",13159,44237
"PITG_08290","+",13159,13150
"PITG_22850","-",5403,13150
"PITG_08293","-",57852,5403
"PITG_08294","+",57852,323
"PITG_08295","+",323,2155
"PITG_08297","-",7905,3591
"PITG_08296","+",2155,3591
"PITG_00032","+",852,505
"PITG_00033","-",879,505
"PITG_00292","+",155,349
"PITG_08299","+",7905,3512
"PITG_08302","-",53,22711
"PITG_08300","+",3512,22711
"PITG_08301","+",22711,53
"PITG_08304","-",1500,19
"PITG_08303","+",53,19
"PITG_08306","-",161,120
"PITG_08305","+",1500,120
"PITG_08307","+",161,74
"PITG_08308","+",74,1193
"PITG_00293","+",349,109
"PITG_00294","-",259,109
"PITG_08309","+",1193,5564
"PITG_08310","+",5564,2170
"PITG_08312","-",1097,1383
"PITG_08311","+",2170,1383
"PITG_08313","-",2619,1097
"PITG_08314","-",1671,2619
"PITG_08315","+",1671,12209
"PITG_08316","+",12209,218
"PITG_08317","-",11711,218
"PITG_08320","-",5201,32847
"PITG_08319","+",11711,32847
"PITG_22851","+",5201,4332
"PITG_08323","-",42344,9649
"PITG_08322","+",4332,9649
"PITG_08324","+",42344,292
"PITG_08325","-",916,292
"PITG_08326","-",261,916
"PITG_08327","+",261,275
"PITG_08329","-",200,120
"PITG_08328","+",275,120
"PITG_00296","-",544,17
"PITG_00295","+",259,17
"PITG_08330","+",200,4012
"PITG_08331","+",4012,5755
"PITG_08332","+",5755,211
"PITG_08333","+",211,22
"PITG_08334","-",253,22
"PITG_08335","-",302,253
"PITG_08336","-",261,302
"PITG_08337","+",261,1866
"PITG_08338","-",25281,1866
"PITG_08339","+",25281,90729
"PITG_08340","-",11756,90729
"PITG_08341","+",11756,7369
"PITG_08342","+",7369,45958
"PITG_08345","-",31852,4143
"PITG_08344","+",45958,4143
"PITG_08346","+",31852,267
"PITG_08347","+",267,441
"PITG_08348","-",2272,441
"PITG_08350","-",2030,7530
"PITG_08349","+",2272,7530
"PITG_00297","+",544,338
"PITG_08351","+",2030,206
"PITG_08352","-",643,206
"PITG_08353","+",643,50935
"PITG_08358","-",4915,43
"PITG_08357","+",50935,43
"PITG_08359","+",4915,59882
"PITG_08362","+",59882,25907
"PITG_08363","+",25907,289
"PITG_08364","-",147,289
"PITG_08365","-",608,147
"PITG_08366","-",88,608
"PITG_00298","+",338,344
"PITG_00299","-",364,344
"PITG_08367","+",88,379
"PITG_08368","-",127,379
"PITG_08369","+",127,37918
"PITG_08371","+",37918,496
"PITG_08372","-",1629,496
"PITG_08373","+",1629,98
"PITG_08374","+",98,110
"PITG_08375","-",2319,110
"PITG_08376","+",2319,26
"PITG_08377","+",26,14056
"PITG_08379","+",14056,5834
"PITG_08382","-",11534,59438
"PITG_08381","+",5834,59438
"PITG_08383","-",776,11534
"PITG_22852","-",18048,776
"PITG_08385","-",11748,18048
"PITG_08386","-",2825,11748
"PITG_08388","-",373,348
"PITG_08387","+",2825,348
"PITG_08389","-",36498,373
"PITG_00300","+",364,270
"PITG_00301","-",163,270
"PITG_08391","-",4636,36498
"PITG_08392","-",264,4636
"PITG_08394","-",704,102
"PITG_08393","+",264,102
"PITG_08395","+",704,43
"PITG_08396","-",99,43
"PITG_08397","-",969,99
"PITG_08398","-",5276,969
"PITG_22853","-",2660,5276
"PITG_08399","+",2660,1921
"PITG_08400","-",69633,1921
"PITG_08404","-",186,145
"PITG_08403","+",69633,145
"PITG_08405","+",186,26
"PITG_08406","-",430,26
"PITG_08407","-",12375,430
"PITG_08409","-",123,12375
"PITG_08408","+",12375,123
"PITG_08410","-",269,123
"PITG_08411","+",269,1061
"PITG_08412","-",204,1061
"PITG_00302","+",163,300
"PITG_08413","+",204,473
"PITG_08414","+",473,12948
"PITG_08416","-",260,12948
"PITG_08417","-",232,260
"PITG_08419","-",118,32
"PITG_08418","+",232,32
"PITG_08420","-",177,118
"PITG_08421","+",177,557
"PITG_08422","+",557,1027
"PITG_00303","+",300,28244
"PITG_08423","+",1027,62
"PITG_08424","-",283,62
"PITG_08425","-",298,283
"PITG_08427","-",198,57
"PITG_08426","+",298,57
"PITG_08428","-",217,198
"PITG_08429","+",217,174
"PITG_08431","-",885,674
"PITG_08430","+",174,674
"PITG_08432","-",10438,885
"PITG_08433","-",14369,10438
"PITG_00304","+",28244,892
"PITG_00305","-",147,892
"PITG_08434","+",14369,24913
"PITG_08435","+",24913,393
"PITG_08436","+",393,99
"PITG_08437","-",386,99
"PITG_08438","-",99,386
"PITG_08439","-",177,99
"PITG_08441","-",483,33
"PITG_08440","+",177,33
"PITG_08443","-",1592,595
"PITG_08442","+",483,595
"PITG_08445","-",205,1592
"PITG_08446","-",9221,205
"PITG_08444","+",1592,205
"PITG_08447","-",57753,9221
"PITG_08450","-",375,57753
"PITG_08451","-",49060,375
"PITG_08452","-",100,49060
"PITG_08453","+",100,40
"PITG_08454","-",131,40
"PITG_08456","-",43994,546
"PITG_08455","+",131,546
"PITG_00306","+",147,164
"PITG_08458","+",43994,2477
"PITG_08459","-",189,2477
"PITG_08460","-",3965,189
"PITG_08461","-",1026,3965
"PITG_08463","-",1059,1026
"PITG_08462","+",1026,1059
"PITG_08464","+",1059,967
"PITG_08465","+",967,36475
"PITG_08467","+",36475,346
"PITG_08468","+",346,1043
"PITG_00308","-",243,278
"PITG_00307","+",164,278
"PITG_08470","-",291,395
"PITG_08469","+",1043,395
"PITG_08471","-",20391,291
"PITG_08473","+",20391,322
"PITG_08474","+",322,326
"PITG_08475","+",326,40
"PITG_08476","-",123,40
"PITG_08477","+",123,313
"PITG_08478","-",25261,313
"PITG_08480","-",1294,25261
"PITG_08481","+",1294,74
"PITG_08482","+",74,59
"PITG_08483","+",59,17
"PITG_08484","-",30301,17
"PITG_08486","+",30301,336
"PITG_08487","+",336,770
"PITG_08488","+",770,1759
"PITG_08489","-",444,1759
"PITG_08490","+",444,527
"PITG_08491","+",527,218
"PITG_00309","+",243,286
"PITG_00310","-",296,286
"PITG_08492","+",218,118
"PITG_08493","+",118,155
"PITG_08494","+",155,80
"PITG_08495","+",80,19
"PITG_08496","-",1328,19
"PITG_08497","-",244,1328
"PITG_08498","+",244,19191
"PITG_08500","-",15270,19191
"PITG_08502","-",1045,15270
"PITG_08503","-",4236,1045
"PITG_08504","-",201,4236
"PITG_00311","-",289,296
"PITG_08505","-",1910,201
"PITG_08506","-",335,1910
"PITG_08507","-",2725,335
"PITG_08508","-",1583,2725
"PITG_08509","-",545,1583
"PITG_08510","-",29540,545
"PITG_22854","-",22729,29540
"PITG_08513","-",486,3403
"PITG_08511","+",22729,3403
"PITG_08514","-",221,486
"PITG_08515","-",5563,221
"PITG_08516","+",5563,179
"PITG_08517","-",39708,179
"PITG_08518","+",39708,3944
"PITG_08519","+",3944,302
"PITG_08521","-",817,332
"PITG_08520","+",302,332
"PITG_08522","-",15910,817
"PITG_08524","+",15910,3417
"PITG_08525","-",26772,3417
"PITG_00035","-",608,361
"PITG_00034","+",879,361
"PITG_00312","+",289,24
"PITG_00313","-",159,24
"PITG_08526","-",30777,26772
"PITG_08528","-",92,30777
"PITG_08529","-",117,92
"PITG_08530","+",117,412
"PITG_08531","+",412,400
"PITG_08532","-",228,400
"PITG_08533","+",228,1570
"PITG_08536","-",264,5093
"PITG_08534","+",1570,5093
"PITG_08537","-",864,264
"PITG_08538","+",864,2106
"PITG_08539","-",19431,2106
"PITG_08541","-",1102,340
"PITG_08540","+",19431,340
"PITG_08542","+",1102,1972
"PITG_08543","+",1972,74
"PITG_08545","-",1660,3220
"PITG_08544","+",74,3220
"PITG_08546","+",1660,321
"PITG_00314","+",159,223
"PITG_08548","-",276,2890
"PITG_08547","+",321,2890
"PITG_08549","+",276,548
"PITG_08550","-",482,548
"PITG_08551","+",482,2
"PITG_08552","+",2,79
"PITG_08553","+",79,13658
"PITG_08555","-",41783,9607
"PITG_08554","+",13658,9607
"PITG_08558","+",41783,603
"PITG_00315","+",223,34940
"PITG_08560","-",1505,6
"PITG_08559","+",603,6
"PITG_08561","+",1505,29268
"PITG_08563","+",29268,8439
"PITG_08564","+",8439,10746
"PITG_08565","+",10746,518
"PITG_08566","-",156,518
"PITG_08569","-",282,7731
"PITG_08567","+",156,7731
"PITG_08571","-",1679,202
"PITG_08570","+",282,202
"PITG_00319","+",34940,3085
"PITG_08572","+",1679,57
"PITG_08573","+",57,248
"PITG_08574","+",248,810
"PITG_08575","+",810,698
"PITG_08577","-",10885,225
"PITG_08576","+",698,225
"PITG_08578","+",10885,258
"PITG_08579","-",1129,258
"PITG_08580","+",1129,89
"PITG_08581","-",24796,89
"PITG_00320","+",3085,417
"PITG_00321","-",518,417
"PITG_08583","-",5382,24796
"PITG_22855","+",5382,5544
"PITG_08584","-",100,5544
"PITG_08586","-",386,100
"PITG_08585","+",100,386
"PITG_08587","+",386,111
"PITG_08588","+",111,551
"PITG_08590","-",293,36
"PITG_08589","+",551,36
"PITG_08591","-",231,293
"PITG_08592","-",423,231
"PITG_00322","-",2388,518
"PITG_08593","-",181,423
"PITG_08594","-",12910,181
"PITG_08595","+",12910,4055
"PITG_08597","-",155,4055
"PITG_08598","+",155,204
"PITG_08599","+",204,168
"PITG_08600","+",168,124
"PITG_08602","-",190,116
"PITG_08601","+",124,116
"PITG_08603","-",1133,190
"PITG_00323","-",229,2388
"PITG_08605","-",656,112
"PITG_08604","+",1133,112
"PITG_08606","-",163,656
"PITG_08609","-",7208,286
"PITG_08607","+",163,286
"PITG_08608","+",286,7208
"PITG_08610","-",1244,7208
"PITG_08612","-",335,585
"PITG_08611","+",1244,585
"PITG_08613","-",18339,335
"PITG_08614","-",7080,18339
"PITG_00324","-",2217,229
"PITG_08616","-",5717,7080
"PITG_08618","-",2779,5717
"PITG_08619","+",2779,19116
"PITG_08621","-",191,19116
"PITG_08622","-",1932,191
"PITG_08623","-",817,1932
"PITG_08624","-",33283,817
"PITG_08627","-",271,69
"PITG_08626","+",33283,69
"PITG_08628","+",271,427
"PITG_08629","+",427,661
"PITG_08630","+",661,453
"PITG_08631","+",453,369
"PITG_08632","-",12416,369
"PITG_08633","+",12416,3864
"PITG_08634","+",3864,3058
"PITG_08635","-",1869,3058
"PITG_08636","-",15941,1869
"PITG_08638","+",15941,964
"PITG_00004","+",454,519
"PITG_00036","-",138,608
"PITG_00327","+",2217,452
"PITG_08639","+",964,1562
"PITG_08641","-",195,174
"PITG_08640","+",1562,174
"PITG_08642","+",195,733
"PITG_22856","-",1114,733
"PITG_08643","-",3021,1114
"PITG_08644","-",9111,3021
"PITG_08645","-",4435,9111
"PITG_08646","-",466,4435
